"dep","dur","mem","temp","prec","rushhour","rushhour_combined","time","doy","hour","weekday_dummy","month","dur_min_bin","weekend","dur_boxcox"
2021-05-21 07:46:06,703,"Non-Member",25.3,0,"AM","Rush Hour","07:46:06","05-21","07",1,"May",11,"0",9.29580986347905
2021-05-07 08:27:51,1284,"Non-Member",9.7,0,"AM","Rush Hour","08:27:51","05-07","08",1,"May",21,"0",10.5000701875048
2021-05-28 09:22:49,1486,"Non-Member",7.8,0,"AM","Rush Hour","09:22:49","05-28","09",1,"May",24,"0",10.8033743505009
2021-05-21 08:25:00,846,"Non-Member",25.3,0,"AM","Rush Hour","08:25:00","05-21","08",1,"May",14,"0",9.65821296088379
2021-05-14 07:44:10,1169,"Non-Member",17.8,0,"AM","Rush Hour","07:44:10","05-14","07",1,"May",19,"0",10.3076331110526
2021-05-28 14:40:01,623,"Non-Member",7.8,0,"NonPeak","Non-Rush Hour","14:40:01","05-28","14",1,"May",10,"0",9.06298556535449
2021-05-28 19:05:16,587,"Non-Member",7.8,0,"NonPeak","Non-Rush Hour","19:05:16","05-28","19",1,"May",9,"0",8.94931659129891
2021-05-14 12:21:03,1133,"Non-Member",17.8,0,"NonPeak","Non-Rush Hour","12:21:03","05-14","12",1,"May",18,"0",10.243886525362
2021-05-14 12:55:33,505,"Non-Member",17.8,0,"NonPeak","Non-Rush Hour","12:55:33","05-14","12",1,"May",8,"0",8.66499898256156
2021-05-14 12:54:34,2579,"Non-Member",17.8,0,"NonPeak","Non-Rush Hour","12:54:34","05-14","12",1,"May",42,"0",11.9890160276527
2021-05-07 18:12:31,1067,"Non-Member",9.7,0,"PM","Rush Hour","18:12:31","05-07","18",1,"May",17,"0",10.1221351467718
2021-05-14 18:30:12,2714,"Non-Member",17.8,0,"PM","Rush Hour","18:30:12","05-14","18",1,"May",45,"0",12.1021170970569
2021-05-07 18:56:39,486,"Non-Member",9.7,0,"PM","Rush Hour","18:56:39","05-07","18",1,"May",8,"0",8.59322252774749
2021-05-21 15:25:18,415,"Non-Member",25.3,0,"PM","Rush Hour","15:25:18","05-21","15",1,"May",6,"0",8.300549380812
2021-05-21 16:35:42,769,"Non-Member",25.3,0,"PM","Rush Hour","16:35:42","05-21","16",1,"May",12,"0",9.47059253296017
2021-06-18 08:45:46,901,"Non-Member",21.2,1,"AM","Rush Hour","08:45:46","06-18","08",1,"Jun",15,"0",9.78304313344168
2021-06-25 08:33:04,1035,"Non-Member",22.2,0,"AM","Rush Hour","08:33:04","06-25","08",1,"Jun",17,"0",10.0606474396047
2021-06-11 08:34:09,1094,"Non-Member",19.7,1,"AM","Rush Hour","08:34:09","06-11","08",1,"Jun",18,"0",10.1727391679265
2021-06-04 09:02:25,1064,"Non-Member",22,0,"AM","Rush Hour","09:02:25","06-04","09",1,"Jun",17,"0",10.1164416179199
2021-06-04 08:39:43,566,"Non-Member",22,0,"AM","Rush Hour","08:39:43","06-04","08",1,"Jun",9,"0",8.88008096942639
2021-06-25 03:39:40,640,"Non-Member",22.2,0,"NonPeak","Non-Rush Hour","03:39:40","06-25","03",1,"Jun",10,"0",9.11462291589283
2021-06-25 00:49:41,940,"Non-Member",22.2,0,"NonPeak","Non-Rush Hour","00:49:41","06-25","00",1,"Jun",15,"0",9.86747232316781
2021-06-04 21:57:42,1523,"Non-Member",22,0,"NonPeak","Non-Rush Hour","21:57:42","06-05","21",1,"Jun",25,"0",10.8548707568938
2021-06-11 20:05:38,2344,"Non-Member",19.7,1,"NonPeak","Non-Rush Hour","20:05:38","06-12","20",1,"Jun",39,"0",11.7787857313612
2021-06-04 13:08:43,320,"Non-Member",22,0,"NonPeak","Non-Rush Hour","13:08:43","06-04","13",1,"Jun",5,"0",7.82885332270579
2021-06-18 17:57:14,587,"Non-Member",21.2,1,"PM","Rush Hour","17:57:14","06-18","17",1,"Jun",9,"0",8.94931659129891
2021-06-25 16:11:18,269,"Non-Member",22.2,0,"PM","Rush Hour","16:11:18","06-25","16",1,"Jun",4,"0",7.52066453850402
2021-06-25 18:15:43,811,"Non-Member",22.2,0,"PM","Rush Hour","18:15:43","06-25","18",1,"Jun",13,"0",9.5749201161027
2021-06-04 15:31:51,547,"Non-Member",22,0,"PM","Rush Hour","15:31:51","06-04","15",1,"Jun",9,"0",8.81541970972555
2021-06-11 15:29:43,983,"Non-Member",19.7,1,"PM","Rush Hour","15:29:43","06-11","15",1,"Jun",16,"0",9.95698591310841
2021-07-02 08:57:53,702,"Non-Member",17.6,0,"AM","Rush Hour","08:57:53","07-02","08",1,"Jul",11,"0",9.29304996080531
2021-07-16 08:48:13,860,"Non-Member",22,0,"AM","Rush Hour","08:48:13","07-16","08",1,"Jul",14,"0",9.69066505927747
2021-07-02 07:47:08,808,"Non-Member",17.6,0,"AM","Rush Hour","07:47:08","07-02","07",1,"Jul",13,"0",9.56763118065564
2021-07-02 08:55:34,628,"Non-Member",17.6,0,"AM","Rush Hour","08:55:34","07-02","08",1,"Jul",10,"0",9.07830320568335
2021-07-16 09:23:30,298,"Non-Member",22,0,"AM","Rush Hour","09:23:30","07-16","09",1,"Jul",4,"0",7.70175733565707
2021-07-09 01:21:35,1120,"Non-Member",18.1,0,"NonPeak","Non-Rush Hour","01:21:35","07-09","01",1,"Jul",18,"0",10.2204187486837
2021-07-30 14:19:30,1223,"Non-Member",16.5,0,"NonPeak","Non-Rush Hour","14:19:30","07-30","14",1,"Jul",20,"0",10.4000193967739
2021-07-23 21:32:08,620,"Non-Member",21,0,"NonPeak","Non-Rush Hour","21:32:08","07-24","21",1,"Jul",10,"0",9.05374184895824
2021-07-02 01:53:49,814,"Non-Member",17.6,0,"NonPeak","Non-Rush Hour","01:53:49","07-02","01",1,"Jul",13,"0",9.5821848524712
2021-07-30 21:22:01,323,"Non-Member",16.5,0,"NonPeak","Non-Rush Hour","21:22:01","07-31","21",1,"Jul",5,"0",7.84557167879333
2021-07-23 17:03:30,2332,"Non-Member",21,0,"PM","Rush Hour","17:03:30","07-23","17",1,"Jul",38,"0",11.7675493912337
2021-07-23 16:52:45,5247,"Non-Member",21,0,"PM","Rush Hour","16:52:45","07-23","16",1,"Jul",87,"0",13.6171011399899
2021-07-02 16:48:40,346,"Non-Member",17.6,0,"PM","Rush Hour","16:48:40","07-02","16",1,"Jul",5,"0",7.96929949520482
2021-07-23 18:05:16,814,"Non-Member",21,0,"PM","Rush Hour","18:05:16","07-23","18",1,"Jul",13,"0",9.5821848524712
2021-07-09 17:32:52,894,"Non-Member",18.1,0,"PM","Rush Hour","17:32:52","07-09","17",1,"Jul",14,"0",9.76754241703125
2021-08-06 06:50:50,301,"Non-Member",25.1,1,"AM","Rush Hour","06:50:50","08-06","06",1,"Aug",5,"0",7.71957573225721
2021-08-13 09:11:29,909,"Non-Member",27,1,"AM","Rush Hour","09:11:29","08-13","09",1,"Aug",15,"0",9.80062622321313
2021-08-20 09:43:53,1511,"Non-Member",25.9,0,"AM","Rush Hour","09:43:53","08-20","09",1,"Aug",25,"0",10.8382936295708
2021-08-13 08:37:05,915,"Non-Member",27,1,"AM","Rush Hour","08:37:05","08-13","08",1,"Aug",15,"0",9.813722478335
2021-08-06 07:44:25,438,"Non-Member",25.1,1,"AM","Rush Hour","07:44:25","08-06","07",1,"Aug",7,"0",8.39998616146912
2021-08-06 20:24:42,913,"Non-Member",25.1,1,"NonPeak","Non-Rush Hour","20:24:42","08-07","20",1,"Aug",15,"0",9.80936566029591
2021-08-27 00:34:04,364,"Non-Member",21.2,0,"NonPeak","Non-Rush Hour","00:34:04","08-27","00",1,"Aug",6,"0",8.06107407798595
2021-08-06 22:06:45,385,"Non-Member",25.1,1,"NonPeak","Non-Rush Hour","22:06:45","08-07","22",1,"Aug",6,"0",8.16312319954956
2021-08-06 23:24:10,738,"Non-Member",25.1,1,"NonPeak","Non-Rush Hour","23:24:10","08-07","23",1,"Aug",12,"0",9.39025005809973
2021-08-20 19:04:55,1281,"Non-Member",25.9,0,"NonPeak","Non-Rush Hour","19:04:55","08-20","19",1,"Aug",21,"0",10.4952506069972
2021-08-13 16:51:23,769,"Non-Member",27,1,"PM","Rush Hour","16:51:23","08-13","16",1,"Aug",12,"0",9.47059253296017
2021-08-27 17:26:37,312,"Non-Member",21.2,0,"PM","Rush Hour","17:26:37","08-27","17",1,"Aug",5,"0",7.78357228718978
2021-08-27 17:57:26,453,"Non-Member",21.2,0,"PM","Rush Hour","17:57:26","08-27","17",1,"Aug",7,"0",8.46233651943562
2021-08-13 18:32:37,1221,"Non-Member",27,1,"PM","Rush Hour","18:32:37","08-13","18",1,"Aug",20,"0",10.3966636881282
2021-08-27 17:52:39,439,"Non-Member",21.2,0,"PM","Rush Hour","17:52:39","08-27","17",1,"Aug",7,"0",8.40420211852912
2021-09-03 06:11:26,274,"Non-Member",18,0,"AM","Rush Hour","06:11:26","09-03","06",1,"Sep",4,"0",7.55310193466182
2021-09-03 09:56:28,312,"Non-Member",18,0,"AM","Rush Hour","09:56:28","09-03","09",1,"Sep",5,"0",7.78357228718978
2021-09-10 08:14:54,2956,"Non-Member",17.1,1,"AM","Rush Hour","08:14:54","09-10","08",1,"Sep",49,"0",12.2927642437525
2021-09-17 08:38:05,1789,"Non-Member",19.8,0,"AM","Rush Hour","08:38:05","09-17","08",1,"Sep",29,"0",11.1951051087516
2021-09-03 09:29:18,680,"Non-Member",18,0,"AM","Rush Hour","09:29:18","09-03","09",1,"Sep",11,"0",9.2314199966307
2021-09-10 00:24:47,223,"Non-Member",17.1,1,"NonPeak","Non-Rush Hour","00:24:47","09-10","00",1,"Sep",3,"0",7.19376409093851
2021-09-03 13:30:37,512,"Non-Member",18,0,"NonPeak","Non-Rush Hour","13:30:37","09-03","13",1,"Sep",8,"0",8.69083203110179
2021-09-17 19:53:52,508,"Non-Member",19.8,0,"NonPeak","Non-Rush Hour","19:53:52","09-17","19",1,"Sep",8,"0",8.67610946026576
2021-09-10 14:54:42,663,"Non-Member",17.1,1,"NonPeak","Non-Rush Hour","14:54:42","09-10","14",1,"Sep",11,"0",9.18255668367014
2021-09-10 21:20:38,641,"Non-Member",17.1,1,"NonPeak","Non-Rush Hour","21:20:38","09-11","21",1,"Sep",10,"0",9.11762185551687
2021-09-17 15:59:27,749,"Non-Member",19.8,0,"PM","Rush Hour","15:59:27","09-17","15",1,"Sep",12,"0",9.41910012705657
2021-09-03 17:29:04,748,"Non-Member",18,0,"PM","Rush Hour","17:29:04","09-03","17",1,"Sep",12,"0",9.41649318934245
2021-09-10 16:47:18,659,"Non-Member",17.1,1,"PM","Rush Hour","16:47:18","09-10","16",1,"Sep",10,"0",9.1708958796214
2021-09-03 17:07:36,1797,"Non-Member",18,0,"PM","Rush Hour","17:07:36","09-03","17",1,"Sep",29,"0",11.2046145453255
2021-09-10 18:45:45,610,"Non-Member",17.1,1,"PM","Rush Hour","18:45:45","09-10","18",1,"Sep",10,"0",9.02263631869138
2021-10-15 08:48:56,389,"Non-Member",18.4,0,"AM","Rush Hour","08:48:56","10-15","08",1,"Oct",6,"0",8.18199169504818
2021-10-01 07:13:02,484,"Non-Member",12.5,0,"AM","Rush Hour","07:13:02","10-01","07",1,"Oct",8,"0",8.58552101875782
2021-10-15 08:47:08,581,"Non-Member",18.4,0,"AM","Rush Hour","08:47:08","10-15","08",1,"Oct",9,"0",8.92976521631746
2021-10-15 09:53:21,764,"Non-Member",18.4,0,"AM","Rush Hour","09:53:21","10-15","09",1,"Oct",12,"0",9.45783331594388
2021-10-22 08:21:39,496,"Non-Member",8.7,1,"AM","Rush Hour","08:21:39","10-22","08",1,"Oct",8,"0",8.63130785887595
2021-10-15 19:10:14,1222,"Non-Member",18.4,0,"NonPeak","Non-Rush Hour","19:10:14","10-15","19",1,"Oct",20,"0",10.3983421596255
2021-10-08 01:48:06,2464,"Non-Member",15.4,0,"NonPeak","Non-Rush Hour","01:48:06","10-08","01",1,"Oct",41,"0",11.8883912215395
2021-10-22 21:38:24,450,"Non-Member",8.7,1,"NonPeak","Non-Rush Hour","21:38:24","10-23","21",1,"Oct",7,"0",8.45001647960492
2021-10-01 01:13:58,973,"Non-Member",12.5,0,"NonPeak","Non-Rush Hour","01:13:58","10-01","01",1,"Oct",16,"0",9.93648756780169
2021-10-01 21:08:35,668,"Non-Member",12.5,0,"NonPeak","Non-Rush Hour","21:08:35","10-02","21",1,"Oct",11,"0",9.19704407392186
2021-10-22 17:39:26,319,"Non-Member",8.7,1,"PM","Rush Hour","17:39:26","10-22","17",1,"Oct",5,"0",7.82324921730339
2021-10-08 18:24:06,607,"Non-Member",15.4,0,"PM","Rush Hour","18:24:06","10-08","18",1,"Oct",10,"0",9.01321525660838
2021-10-08 18:40:41,1339,"Non-Member",15.4,0,"PM","Rush Hour","18:40:41","10-08","18",1,"Oct",22,"0",10.5866815409102
2021-10-01 15:59:19,1421,"Non-Member",12.5,0,"PM","Rush Hour","15:59:19","10-01","15",1,"Oct",23,"0",10.7100497851911
2021-10-29 18:56:19,1121,"Non-Member",7.8,0,"PM","Rush Hour","18:56:19","10-29","18",1,"Oct",18,"0",10.2222326329086
2021-05-17 08:35:26,648,"Non-Member",17.9,1,"AM","Rush Hour","08:35:26","05-17","08",1,"May",10,"0",9.13849744046905
2021-05-03 08:39:10,783,"Non-Member",7.6,0,"AM","Rush Hour","08:39:10","05-03","08",1,"May",13,"0",9.50592562088735
2021-05-31 09:08:13,929,"Non-Member",15.7,0,"AM","Rush Hour","09:08:13","05-31","09",1,"May",15,"0",9.8439826931905
2021-05-03 07:12:55,1114,"Non-Member",7.6,0,"AM","Rush Hour","07:12:55","05-03","07",1,"May",18,"0",10.2095047693391
2021-05-31 09:38:02,836,"Non-Member",15.7,0,"AM","Rush Hour","09:38:02","05-31","09",1,"May",13,"0",9.63473597650445
2021-05-31 19:49:16,671,"Non-Member",15.7,0,"NonPeak","Non-Rush Hour","19:49:16","05-31","19",1,"May",11,"0",9.20568978354869
2021-05-24 14:03:45,1007,"Non-Member",14.4,0,"NonPeak","Non-Rush Hour","14:03:45","05-24","14",1,"May",16,"1",10.0054272976461
2021-05-24 13:30:05,1571,"Non-Member",14.4,0,"NonPeak","Non-Rush Hour","13:30:05","05-24","13",1,"May",26,"1",10.9200263055555
2021-05-31 23:24:18,634,"Non-Member",15.7,0,"NonPeak","Non-Rush Hour","23:24:18","06-01","23",1,"Jun",10,"0",9.09654031211809
2021-05-17 20:04:38,1526,"Non-Member",17.9,1,"NonPeak","Non-Rush Hour","20:04:38","05-18","20",1,"May",25,"0",10.8589966879695
2021-05-03 15:21:52,642,"Non-Member",7.6,0,"PM","Rush Hour","15:21:52","05-03","15",1,"May",10,"0",9.12061659213259
2021-05-24 16:01:19,558,"Non-Member",14.4,0,"NonPeak","Rush Hour","16:01:19","05-24","16",1,"May",9,"1",8.85309667453397
2021-05-10 15:07:20,435,"Non-Member",11.4,0,"PM","Rush Hour","15:07:20","05-10","15",1,"May",7,"0",8.38728616671756
2021-05-24 17:54:30,859,"Non-Member",14.4,0,"NonPeak","Rush Hour","17:54:30","05-24","17",1,"May",14,"1",9.68836286148246
2021-05-03 17:26:28,818,"Non-Member",7.6,0,"PM","Rush Hour","17:26:28","05-03","17",1,"May",13,"0",9.59183381660172
2021-06-07 08:03:18,309,"Non-Member",27.6,0,"AM","Rush Hour","08:03:18","06-07","08",1,"Jun",5,"0",7.76632241313805
2021-06-21 06:44:32,711,"Non-Member",24.1,1,"AM","Rush Hour","06:44:32","06-21","06",1,"Jun",11,"0",9.3177629036182
2021-06-21 06:37:39,636,"Non-Member",24.1,1,"AM","Rush Hour","06:37:39","06-21","06",1,"Jun",10,"0",9.10258487686495
2021-06-28 06:32:30,263,"Non-Member",27,1,"AM","Rush Hour","06:32:30","06-28","06",1,"Jun",4,"0",7.48101639365081
2021-06-28 08:35:08,529,"Non-Member",27,1,"AM","Rush Hour","08:35:08","06-28","08",1,"Jun",8,"0",8.75227144694946
2021-06-07 20:52:31,746,"Non-Member",27.6,0,"NonPeak","Non-Rush Hour","20:52:31","06-08","20",1,"Jun",12,"0",9.41126990077681
2021-06-28 00:02:00,220,"Non-Member",27,1,"NonPeak","Non-Rush Hour","00:02:00","06-28","00",1,"Jun",3,"0",7.17039404163596
2021-06-07 13:40:07,4103,"Non-Member",27.6,0,"NonPeak","Non-Rush Hour","13:40:07","06-07","13",1,"Jun",68,"0",13.0400808284016
2021-06-14 00:25:55,2505,"Non-Member",20.6,1,"NonPeak","Non-Rush Hour","00:25:55","06-14","00",1,"Jun",41,"0",11.9247414130375
2021-06-21 22:11:16,909,"Non-Member",24.1,1,"NonPeak","Non-Rush Hour","22:11:16","06-22","22",1,"Jun",15,"0",9.80062622321313
2021-06-14 15:07:40,821,"Non-Member",20.6,1,"PM","Rush Hour","15:07:40","06-14","15",1,"Jun",13,"0",9.59904274289808
2021-06-21 18:15:11,3607,"Non-Member",24.1,1,"PM","Rush Hour","18:15:11","06-21","18",1,"Jun",60,"0",12.7434650280233
2021-06-14 16:46:31,1529,"Non-Member",20.6,1,"PM","Rush Hour","16:46:31","06-14","16",1,"Jun",25,"0",10.8631153335314
2021-06-28 17:10:19,1193,"Non-Member",27,1,"PM","Rush Hour","17:10:19","06-28","17",1,"Jun",19,"0",10.3491574162964
2021-06-14 17:19:50,1716,"Non-Member",20.6,1,"PM","Rush Hour","17:19:50","06-14","17",1,"Jun",28,"0",11.1065200107165
2021-07-05 07:51:23,416,"Non-Member",20.2,0,"AM","Rush Hour","07:51:23","07-05","07",1,"Jul",6,"0",8.30497456421506
2021-07-12 07:45:19,695,"Non-Member",23.1,0,"AM","Rush Hour","07:45:19","07-12","07",1,"Jul",11,"0",9.27363107675781
2021-07-12 08:42:47,1455,"Non-Member",23.1,0,"AM","Rush Hour","08:42:47","07-12","08",1,"Jul",24,"0",10.7593334330724
2021-07-05 08:52:30,306,"Non-Member",20.2,0,"AM","Rush Hour","08:52:30","07-05","08",1,"Jul",5,"0",7.74892131878436
2021-07-26 09:16:05,487,"Non-Member",23.5,0,"AM","Rush Hour","09:16:05","07-26","09",1,"Jul",8,"0",8.59706260353334
2021-07-12 14:27:24,1547,"Non-Member",23.1,0,"NonPeak","Non-Rush Hour","14:27:24","07-12","14",1,"Jul",25,"0",10.8876757192144
2021-07-19 00:03:18,207,"Non-Member",23.3,0,"NonPeak","Non-Rush Hour","00:03:18","07-19","00",1,"Jul",3,"0",7.06569257413522
2021-07-12 21:11:22,837,"Non-Member",23.1,0,"NonPeak","Non-Rush Hour","21:11:22","07-13","21",1,"Jul",13,"0",9.63709500224207
2021-07-19 19:57:11,1765,"Non-Member",23.3,0,"NonPeak","Non-Rush Hour","19:57:11","07-19","19",1,"Jul",29,"0",11.166345650267
2021-07-05 20:49:00,783,"Non-Member",20.2,0,"NonPeak","Non-Rush Hour","20:49:00","07-06","20",1,"Jul",13,"0",9.50592562088735
2021-07-12 18:02:25,1492,"Non-Member",23.1,0,"PM","Rush Hour","18:02:25","07-12","18",1,"Jul",24,"0",10.8118028733434
2021-07-19 15:01:20,701,"Non-Member",23.3,0,"PM","Rush Hour","15:01:20","07-19","15",1,"Jul",11,"0",9.29028652150022
2021-07-26 18:17:02,1482,"Non-Member",23.5,0,"PM","Rush Hour","18:17:02","07-26","18",1,"Jul",24,"0",10.7977383220925
2021-07-05 18:50:17,748,"Non-Member",20.2,0,"PM","Rush Hour","18:50:17","07-05","18",1,"Jul",12,"0",9.41649318934245
2021-07-12 16:06:51,267,"Non-Member",23.1,0,"PM","Rush Hour","16:06:51","07-12","16",1,"Jul",4,"0",7.50753761172158
2021-08-02 08:39:42,974,"Non-Member",18.8,0,"AM","Rush Hour","08:39:42","08-02","08",1,"Aug",16,"0",9.93854590343975
2021-08-23 09:55:36,700,"Non-Member",26.7,0,"AM","Rush Hour","09:55:36","08-23","09",1,"Aug",11,"0",9.287519535977
2021-08-09 08:28:35,1068,"Non-Member",25.2,1,"AM","Rush Hour","08:28:35","08-09","08",1,"Aug",17,"0",10.1240297919513
2021-08-30 08:55:25,557,"Non-Member",24.8,1,"AM","Rush Hour","08:55:25","08-30","08",1,"Aug",9,"0",8.84969921964003
2021-08-02 08:24:09,933,"Non-Member",18.8,0,"AM","Rush Hour","08:24:09","08-02","08",1,"Aug",15,"0",9.85255316612541
2021-08-23 12:27:57,1332,"Non-Member",26.7,0,"NonPeak","Non-Rush Hour","12:27:57","08-23","12",1,"Aug",22,"0",10.5758378631896
2021-08-23 01:34:44,228,"Non-Member",26.7,0,"NonPeak","Non-Rush Hour","01:34:44","08-23","01",1,"Aug",3,"0",7.23209333173868
2021-08-09 19:09:01,169,"Non-Member",25.2,1,"NonPeak","Non-Rush Hour","19:09:01","08-09","19",1,"Aug",2,"0",6.72165468778138
2021-08-09 14:55:35,651,"Non-Member",25.2,1,"NonPeak","Non-Rush Hour","14:55:35","08-09","14",1,"Aug",10,"0",9.14738211786189
2021-08-16 20:26:28,1993,"Non-Member",19.5,0,"NonPeak","Non-Rush Hour","20:26:28","08-17","20",1,"Aug",33,"0",11.4264593939231
2021-08-16 18:12:24,880,"Non-Member",19.5,0,"PM","Rush Hour","18:12:24","08-16","18",1,"Aug",14,"0",9.73621084580623
2021-08-02 18:20:25,1492,"Non-Member",18.8,0,"PM","Rush Hour","18:20:25","08-02","18",1,"Aug",24,"0",10.8118028733434
2021-08-16 18:24:15,300,"Non-Member",19.5,0,"PM","Rush Hour","18:24:15","08-16","18",1,"Aug",5,"0",7.71365407609634
2021-08-02 16:36:44,1179,"Non-Member",18.8,0,"PM","Rush Hour","16:36:44","08-02","16",1,"Aug",19,"0",10.3250271976946
2021-08-23 16:40:13,1714,"Non-Member",26.7,0,"PM","Rush Hour","16:40:13","08-23","16",1,"Aug",28,"0",11.1040456713818
2021-09-06 08:56:19,1503,"Non-Member",17.4,1,"NonPeak","Rush Hour","08:56:19","09-06","08",1,"Sep",25,"1",10.827176334162
2021-09-20 08:39:06,442,"Non-Member",17.3,0,"AM","Rush Hour","08:39:06","09-20","08",1,"Sep",7,"0",8.41679839019429
2021-09-13 09:09:22,1035,"Non-Member",17.3,1,"AM","Rush Hour","09:09:22","09-13","09",1,"Sep",17,"0",10.0606474396047
2021-09-13 09:02:00,786,"Non-Member",17.3,1,"AM","Rush Hour","09:02:00","09-13","09",1,"Sep",13,"0",9.51342304165077
2021-09-06 09:19:03,631,"Non-Member",17.4,1,"NonPeak","Rush Hour","09:19:03","09-06","09",1,"Sep",10,"1",9.08744124587264
2021-09-06 10:52:53,776,"Non-Member",17.4,1,"NonPeak","Non-Rush Hour","10:52:53","09-06","10",1,"Sep",12,"1",9.48833071087239
2021-09-20 23:28:46,694,"Non-Member",17.3,0,"NonPeak","Non-Rush Hour","23:28:46","09-21","23",1,"Sep",11,"0",9.27084261036281
2021-09-06 01:44:21,206,"Non-Member",17.4,1,"NonPeak","Non-Rush Hour","01:44:21","09-06","01",1,"Sep",3,"1",7.05739576733617
2021-09-13 10:40:51,2123,"Non-Member",17.3,1,"NonPeak","Non-Rush Hour","10:40:51","09-13","10",1,"Sep",35,"0",11.5630160119228
2021-09-20 12:15:53,1076,"Non-Member",17.3,0,"NonPeak","Non-Rush Hour","12:15:53","09-20","12",1,"Sep",17,"0",10.1391298008573
2021-09-06 15:17:20,291,"Non-Member",17.4,1,"NonPeak","Rush Hour","15:17:20","09-06","15",1,"Sep",4,"1",7.65954564462766
2021-09-06 17:22:46,1740,"Non-Member",17.4,1,"NonPeak","Rush Hour","17:22:46","09-06","17",1,"Sep",29,"1",11.1360115936051
2021-09-06 17:47:59,1383,"Non-Member",17.4,1,"NonPeak","Rush Hour","17:47:59","09-06","17",1,"Sep",23,"1",10.6536974893835
2021-09-20 16:58:49,1727,"Non-Member",17.3,0,"PM","Rush Hour","16:58:49","09-20","16",1,"Sep",28,"0",11.120082712578
2021-09-13 17:10:51,614,"Non-Member",17.3,1,"PM","Rush Hour","17:10:51","09-13","17",1,"Sep",10,"0",9.03513315069259
2021-10-18 07:32:19,437,"Non-Member",9.7,1,"AM","Rush Hour","07:32:19","10-18","07",1,"Oct",7,"0",8.39576154230905
2021-10-11 09:20:52,761,"Non-Member",18.4,0,"NonPeak","Rush Hour","09:20:52","10-11","09",1,"Oct",12,"1",9.45014170651607
2021-10-25 08:32:37,466,"Non-Member",6.5,1,"AM","Rush Hour","08:32:37","10-25","08",1,"Oct",7,"0",8.51488985600398
2021-10-04 08:35:51,314,"Non-Member",12.2,0,"AM","Rush Hour","08:35:51","10-04","08",1,"Oct",5,"0",7.79498955281274
2021-10-18 08:22:41,599,"Non-Member",9.7,1,"AM","Rush Hour","08:22:41","10-18","08",1,"Oct",9,"0",8.98788624488812
2021-10-04 22:12:36,618,"Non-Member",12.2,0,"NonPeak","Non-Rush Hour","22:12:36","10-05","22",1,"Oct",10,"0",9.04755700675726
2021-10-04 19:22:57,2110,"Non-Member",12.2,0,"NonPeak","Non-Rush Hour","19:22:57","10-04","19",1,"Oct",35,"0",11.5497038901209
2021-10-18 19:46:23,568,"Non-Member",9.7,1,"NonPeak","Non-Rush Hour","19:46:23","10-18","19",1,"Oct",9,"0",8.88677344853342
2021-10-11 20:17:29,507,"Non-Member",18.4,0,"NonPeak","Non-Rush Hour","20:17:29","10-12","20",1,"Oct",8,"0",8.6724125369544
2021-10-11 03:25:09,2299,"Non-Member",18.4,0,"NonPeak","Non-Rush Hour","03:25:09","10-11","03",1,"Oct",38,"1",11.7363792665895
2021-10-04 15:09:26,232,"Non-Member",12.2,0,"PM","Rush Hour","15:09:26","10-04","15",1,"Oct",3,"0",7.26221644581654
2021-10-11 15:25:58,988,"Non-Member",18.4,0,"NonPeak","Rush Hour","15:25:58","10-11","15",1,"Oct",16,"1",9.96716488064694
2021-10-11 17:30:33,4434,"Non-Member",18.4,0,"NonPeak","Rush Hour","17:30:33","10-11","17",1,"Oct",73,"1",13.2205624818936
2021-10-04 17:59:27,5531,"Non-Member",12.2,0,"PM","Rush Hour","17:59:27","10-04","17",1,"Oct",92,"0",13.7426509318173
2021-10-11 18:25:53,718,"Non-Member",18.4,0,"NonPeak","Rush Hour","18:25:53","10-11","18",1,"Oct",11,"1",9.3367904077924
2021-05-22 08:44:38,1082,"Non-Member",23.6,1,"NonPeak","Rush Hour","08:44:38","05-22","08",0,"May",18,"1",10.1503887164542
2021-05-22 09:40:25,1766,"Non-Member",23.6,1,"NonPeak","Rush Hour","09:40:25","05-22","09",0,"May",29,"1",11.1675509601693
2021-05-15 09:14:42,346,"Non-Member",17.7,1,"NonPeak","Rush Hour","09:14:42","05-15","09",0,"May",5,"1",7.96929949520482
2021-05-22 09:16:35,1286,"Non-Member",23.6,1,"NonPeak","Rush Hour","09:16:35","05-22","09",0,"May",21,"1",10.503277620273
2021-05-15 09:26:06,579,"Non-Member",17.7,1,"NonPeak","Rush Hour","09:26:06","05-15","09",0,"May",9,"1",8.92320774333091
2021-05-22 10:00:57,1653,"Non-Member",23.6,1,"NonPeak","Non-Rush Hour","10:00:57","05-22","10",0,"May",27,"1",11.0273029153446
2021-05-29 13:20:23,709,"Non-Member",11.4,0,"NonPeak","Non-Rush Hour","13:20:23","05-29","13",0,"May",11,"1",9.31229554217302
2021-05-29 00:18:54,3330,"Non-Member",11.4,0,"NonPeak","Non-Rush Hour","00:18:54","05-29","00",0,"May",55,"1",12.5614424331742
2021-05-15 20:56:04,3157,"Non-Member",17.7,1,"NonPeak","Non-Rush Hour","20:56:04","05-16","20",0,"May",52,"1",12.4407255590259
2021-05-08 13:49:01,5908,"Non-Member",11.7,0,"NonPeak","Non-Rush Hour","13:49:01","05-08","13",0,"May",98,"1",13.9006478751957
2021-05-29 16:00:14,273,"Non-Member",11.4,0,"NonPeak","Rush Hour","16:00:14","05-29","16",0,"May",4,"1",7.54665726905011
