"dep","dur","mem","temp","prec","rushhour","rushhour_combined","time","doy","hour","weekday_dummy","month","dur_min_bin","weekend","dur_boxcox"
2021-06-03 09:26:27,329,"Non-Member",17.5,1,"AM","Rush Hour","09:26:27","06-03","09",1,"Jun",5,"0",7.87859376287041
2021-06-24 09:54:25,418,"Non-Member",20.4,0,"NonPeak","Rush Hour","09:54:25","06-24","09",1,"Jun",6,"1",8.31379631650558
2021-06-24 11:54:32,363,"Non-Member",20.4,0,"NonPeak","Non-Rush Hour","11:54:32","06-24","11",1,"Jun",6,"1",8.05608370934653
2021-06-10 21:18:44,863,"Non-Member",18.5,0,"NonPeak","Non-Rush Hour","21:18:44","06-11","21",1,"Jun",14,"0",9.69755724195713
2021-06-17 13:39:46,1325,"Non-Member",18.2,0,"NonPeak","Non-Rush Hour","13:39:46","06-17","13",1,"Jun",22,"0",10.5649428338155
2021-06-24 10:33:39,320,"Non-Member",20.4,0,"NonPeak","Non-Rush Hour","10:33:39","06-24","10",1,"Jun",5,"1",7.82885332270579
2021-06-24 05:54:58,867,"Non-Member",20.4,0,"NonPeak","Non-Rush Hour","05:54:58","06-24","05",1,"Jun",14,"1",9.70671339067713
2021-06-24 18:00:06,1315,"Non-Member",20.4,0,"NonPeak","Rush Hour","18:00:06","06-24","18",1,"Jun",21,"1",10.5492884012628
2021-06-10 17:51:42,225,"Non-Member",18.5,0,"PM","Rush Hour","17:51:42","06-10","17",1,"Jun",3,"0",7.20918760130848
2021-06-17 17:07:29,631,"Non-Member",18.2,0,"PM","Rush Hour","17:07:29","06-17","17",1,"Jun",10,"0",9.08744124587264
2021-06-17 17:20:22,3776,"Non-Member",18.2,0,"PM","Rush Hour","17:20:22","06-17","17",1,"Jun",62,"0",12.8484367002032
2021-06-24 18:35:55,586,"Non-Member",20.4,0,"NonPeak","Rush Hour","18:35:55","06-24","18",1,"Jun",9,"1",8.94607054204488
2021-07-15 08:54:14,1102,"Non-Member",25.3,1,"AM","Rush Hour","08:54:14","07-15","08",1,"Jul",18,"0",10.1875173439898
2021-07-01 08:16:03,596,"Non-Member",20.6,0,"NonPeak","Rush Hour","08:16:03","07-01","08",1,"Jul",9,"1",8.9783094034583
2021-07-22 09:10:54,615,"Non-Member",19.6,0,"AM","Rush Hour","09:10:54","07-22","09",1,"Jul",10,"0",9.0382459209784
2021-07-15 07:36:47,941,"Non-Member",25.3,1,"AM","Rush Hour","07:36:47","07-15","07",1,"Jul",15,"0",9.86959547233532
2021-07-22 09:01:28,348,"Non-Member",19.6,0,"AM","Rush Hour","09:01:28","07-22","09",1,"Jul",5,"0",7.9797058944555
2021-07-22 19:50:54,318,"Non-Member",19.6,0,"NonPeak","Non-Rush Hour","19:50:54","07-22","19",1,"Jul",5,"0",7.81762929637815
2021-07-22 23:41:59,518,"Non-Member",19.6,0,"NonPeak","Non-Rush Hour","23:41:59","07-23","23",1,"Jul",8,"0",8.71272315891578
2021-07-01 11:34:25,4085,"Non-Member",20.6,0,"NonPeak","Non-Rush Hour","11:34:25","07-01","11",1,"Jul",68,"1",13.0298951799701
2021-07-01 11:52:57,1693,"Non-Member",20.6,0,"NonPeak","Non-Rush Hour","11:52:57","07-01","11",1,"Jul",28,"1",11.077907208333
2021-07-01 10:54:07,2181,"Non-Member",20.6,0,"NonPeak","Non-Rush Hour","10:54:07","07-01","10",1,"Jul",36,"1",11.6215298926727
2021-07-15 18:07:31,975,"Non-Member",25.3,1,"PM","Rush Hour","18:07:31","07-15","18",1,"Jul",16,"0",9.94060234013559
2021-07-29 18:50:14,1630,"Non-Member",17.7,1,"PM","Rush Hour","18:50:14","07-29","18",1,"Jul",27,"0",10.9977047480368
2021-07-15 18:01:00,499,"Non-Member",25.3,1,"PM","Rush Hour","18:01:00","07-15","18",1,"Jul",8,"0",8.64259886479048
2021-07-08 15:20:57,355,"Non-Member",17.2,1,"PM","Rush Hour","15:20:57","07-08","15",1,"Jul",5,"0",8.01570976052831
2021-07-29 17:47:32,594,"Non-Member",17.7,1,"PM","Rush Hour","17:47:32","07-29","17",1,"Jul",9,"0",8.97190073775548
2021-08-19 08:37:07,1281,"Non-Member",23.7,1,"AM","Rush Hour","08:37:07","08-19","08",1,"Aug",21,"0",10.4952506069972
2021-08-05 08:43:29,529,"Non-Member",22.1,0,"AM","Rush Hour","08:43:29","08-05","08",1,"Aug",8,"0",8.75227144694946
2021-08-26 08:41:48,447,"Non-Member",27.6,0,"AM","Rush Hour","08:41:48","08-26","08",1,"Aug",7,"0",8.43762237999498
2021-08-12 09:09:25,306,"Non-Member",26.9,0,"AM","Rush Hour","09:09:25","08-12","09",1,"Aug",5,"0",7.74892131878436
2021-08-19 09:08:36,663,"Non-Member",23.7,1,"AM","Rush Hour","09:08:36","08-19","09",1,"Aug",11,"0",9.18255668367014
2021-08-19 00:41:35,975,"Non-Member",23.7,1,"NonPeak","Non-Rush Hour","00:41:35","08-19","00",1,"Aug",16,"0",9.94060234013559
2021-08-26 23:29:06,760,"Non-Member",27.6,0,"NonPeak","Non-Rush Hour","23:29:06","08-27","23",1,"Aug",12,"0",9.4475717785046
2021-08-26 02:29:16,5837,"Non-Member",27.6,0,"NonPeak","Non-Rush Hour","02:29:16","08-26","02",1,"Aug",97,"0",13.8715990192104
2021-08-05 13:26:46,1217,"Non-Member",22.1,0,"NonPeak","Non-Rush Hour","13:26:46","08-05","13",1,"Aug",20,"0",10.3899374201731
2021-08-05 20:25:41,1250,"Non-Member",22.1,0,"NonPeak","Non-Rush Hour","20:25:41","08-06","20",1,"Aug",20,"0",10.444845110604
2021-08-26 18:04:13,568,"Non-Member",27.6,0,"PM","Rush Hour","18:04:13","08-26","18",1,"Aug",9,"0",8.88677344853342
2021-08-12 17:48:58,716,"Non-Member",26.9,0,"PM","Rush Hour","17:48:58","08-12","17",1,"Aug",11,"0",9.33137105581351
2021-08-19 17:24:30,678,"Non-Member",23.7,1,"PM","Rush Hour","17:24:30","08-19","17",1,"Aug",11,"0",9.22572874298713
2021-08-19 17:44:40,750,"Non-Member",23.7,1,"PM","Rush Hour","17:44:40","08-19","17",1,"Aug",12,"0",9.42170393766016
2021-08-26 16:34:15,1100,"Non-Member",27.6,0,"PM","Rush Hour","16:34:15","08-26","16",1,"Aug",18,"0",10.1838318642935
2021-09-16 08:25:27,253,"Non-Member",16.9,1,"AM","Rush Hour","08:25:27","09-16","08",1,"Sep",4,"0",7.41309217341435
2021-09-02 06:01:53,520,"Non-Member",15.6,0,"AM","Rush Hour","06:01:53","09-02","06",1,"Sep",8,"0",8.71996956095646
2021-09-16 09:05:32,1248,"Non-Member",16.9,1,"AM","Rush Hour","09:05:32","09-16","09",1,"Sep",20,"0",10.4415546876876
2021-09-23 08:42:44,846,"Non-Member",24.7,1,"AM","Rush Hour","08:42:44","09-23","08",1,"Sep",14,"0",9.65821296088379
2021-09-02 07:42:22,433,"Non-Member",15.6,0,"AM","Rush Hour","07:42:22","09-02","07",1,"Sep",7,"0",8.37877568729084
2021-09-23 21:10:00,1112,"Non-Member",24.7,1,"NonPeak","Non-Rush Hour","21:10:00","09-24","21",1,"Sep",18,"0",10.2058550311203
2021-09-30 14:07:38,665,"Non-Member",11.3,0,"NonPeak","Non-Rush Hour","14:07:38","09-30","14",1,"Sep",11,"1",9.18836338755163
2021-09-30 12:17:03,5581,"Non-Member",11.3,0,"NonPeak","Non-Rush Hour","12:17:03","09-30","12",1,"Sep",93,"1",13.764152447785
2021-09-09 23:06:17,798,"Non-Member",19.5,1,"NonPeak","Non-Rush Hour","23:06:17","09-10","23",1,"Sep",13,"0",9.5431577497819
2021-09-30 21:01:25,285,"Non-Member",11.3,0,"NonPeak","Non-Rush Hour","21:01:25","10-01","21",1,"Oct",4,"0",7.62263125813346
2021-09-23 17:52:30,520,"Non-Member",24.7,1,"PM","Rush Hour","17:52:30","09-23","17",1,"Sep",8,"0",8.71996956095646
2021-09-23 16:54:50,888,"Non-Member",24.7,1,"PM","Rush Hour","16:54:50","09-23","16",1,"Sep",14,"0",9.75416899986472
2021-09-23 18:46:48,79,"Non-Member",24.7,1,"PM","Rush Hour","18:46:48","09-23","18",1,"Sep",1,"0",5.49269622904878
2021-09-02 17:00:08,944,"Non-Member",15.6,0,"PM","Rush Hour","17:00:08","09-02","17",1,"Sep",15,"0",9.87595277179548
2021-09-30 18:43:40,548,"Non-Member",11.3,0,"NonPeak","Rush Hour","18:43:40","09-30","18",1,"Sep",9,"1",8.81887289942251
2021-10-07 07:09:41,680,"Non-Member",14.4,0,"AM","Rush Hour","07:09:41","10-07","07",1,"Oct",11,"0",9.2314199966307
2021-10-21 09:45:53,289,"Non-Member",11.7,1,"AM","Rush Hour","09:45:53","10-21","09",1,"Oct",4,"0",7.64731750081923
2021-10-07 08:39:34,385,"Non-Member",14.4,0,"AM","Rush Hour","08:39:34","10-07","08",1,"Oct",6,"0",8.16312319954956
2021-10-07 07:42:29,2319,"Non-Member",14.4,0,"AM","Rush Hour","07:42:29","10-07","07",1,"Oct",38,"0",11.7553178796822
2021-10-07 08:45:27,1279,"Non-Member",14.4,0,"AM","Rush Hour","08:45:27","10-07","08",1,"Oct",21,"0",10.4920319129683
2021-10-07 13:50:11,1173,"Non-Member",14.4,0,"NonPeak","Non-Rush Hour","13:50:11","10-07","13",1,"Oct",19,"0",10.3146067377988
2021-10-07 20:53:31,687,"Non-Member",14.4,0,"NonPeak","Non-Rush Hour","20:53:31","10-08","20",1,"Oct",11,"0",9.25122158304863
2021-10-07 19:22:00,228,"Non-Member",14.4,0,"NonPeak","Non-Rush Hour","19:22:00","10-07","19",1,"Oct",3,"0",7.23209333173868
2021-10-28 11:03:48,666,"Non-Member",7.9,0,"NonPeak","Non-Rush Hour","11:03:48","10-28","11",1,"Oct",11,"0",9.19126085443326
2021-10-14 22:25:08,95,"Non-Member",18.3,0,"NonPeak","Non-Rush Hour","22:25:08","10-15","22",1,"Oct",1,"0",5.78213743984496
2021-10-07 15:25:34,708,"Non-Member",14.4,0,"PM","Rush Hour","15:25:34","10-07","15",1,"Oct",11,"0",9.30955666016196
2021-10-07 17:21:18,440,"Non-Member",14.4,0,"PM","Rush Hour","17:21:18","10-07","17",1,"Oct",7,"0",8.40840945092058
2021-10-14 16:46:19,231,"Non-Member",18.3,0,"PM","Rush Hour","16:46:19","10-14","16",1,"Oct",3,"0",7.25472969952812
2021-10-28 17:08:02,441,"Non-Member",7.9,0,"PM","Rush Hour","17:08:02","10-28","17",1,"Oct",7,"0",8.41260819582865
2021-10-07 17:22:31,867,"Non-Member",14.4,0,"PM","Rush Hour","17:22:31","10-07","17",1,"Oct",14,"0",9.70671339067713
2021-05-18 09:41:34,418,"Non-Member",20,0,"AM","Rush Hour","09:41:34","05-18","09",1,"May",6,"0",8.31379631650558
2021-05-25 07:35:15,279,"Non-Member",19.7,1,"AM","Rush Hour","07:35:15","05-25","07",1,"May",4,"0",7.58501149667545
2021-05-25 07:46:28,891,"Non-Member",19.7,1,"AM","Rush Hour","07:46:28","05-25","07",1,"May",14,"0",9.76086582847382
2021-05-18 09:31:28,1075,"Non-Member",20,0,"AM","Rush Hour","09:31:28","05-18","09",1,"May",17,"0",10.1372478300339
2021-05-25 07:18:40,936,"Non-Member",19.7,1,"AM","Rush Hour","07:18:40","05-25","07",1,"May",15,"0",9.85895937040312
2021-05-11 14:14:46,1413,"Non-Member",9.8,0,"NonPeak","Non-Rush Hour","14:14:46","05-11","14",1,"May",23,"0",10.6982996920741
2021-05-04 14:54:19,479,"Non-Member",11.7,0,"NonPeak","Non-Rush Hour","14:54:19","05-04","14",1,"May",7,"0",8.56614134925235
2021-05-25 12:02:50,1146,"Non-Member",19.7,1,"NonPeak","Non-Rush Hour","12:02:50","05-25","12",1,"May",19,"0",10.2671134690378
2021-05-18 20:36:27,1008,"Non-Member",20,0,"NonPeak","Non-Rush Hour","20:36:27","05-19","20",1,"May",16,"0",10.0074230794649
2021-05-18 19:06:12,3350,"Non-Member",20,0,"NonPeak","Non-Rush Hour","19:06:12","05-18","19",1,"May",55,"0",12.5750324070878
2021-05-25 17:43:40,910,"Non-Member",19.7,1,"PM","Rush Hour","17:43:40","05-25","17",1,"May",15,"0",9.80281431881851
2021-05-25 17:32:40,730,"Non-Member",19.7,1,"PM","Rush Hour","17:32:40","05-25","17",1,"May",12,"0",9.36902436671802
2021-05-04 17:15:14,1711,"Non-Member",11.7,0,"PM","Rush Hour","17:15:14","05-04","17",1,"May",28,"0",11.1003292913247
2021-05-11 17:35:29,633,"Non-Member",9.8,0,"PM","Rush Hour","17:35:29","05-11","17",1,"May",10,"0",9.09351159880349
2021-05-11 18:30:30,432,"Non-Member",9.8,0,"PM","Rush Hour","18:30:30","05-11","18",1,"May",7,"0",8.37450718737924
2021-06-01 08:55:51,763,"Non-Member",19.3,1,"AM","Rush Hour","08:55:51","06-01","08",1,"Jun",12,"0",9.45527246769311
2021-06-15 09:35:16,800,"Non-Member",17.9,0,"AM","Rush Hour","09:35:16","06-15","09",1,"Jun",13,"0",9.54807440725228
2021-06-08 09:28:00,1257,"Non-Member",26.3,0,"AM","Rush Hour","09:28:00","06-08","09",1,"Jun",20,"0",10.4563244399852
2021-06-08 09:45:19,2501,"Non-Member",26.3,0,"AM","Rush Hour","09:45:19","06-08","09",1,"Jun",41,"0",11.9212186932871
2021-06-22 09:13:30,481,"Non-Member",15.5,1,"AM","Rush Hour","09:13:30","06-22","09",1,"Jun",8,"0",8.57391494125335
2021-06-08 20:19:19,846,"Non-Member",26.3,0,"NonPeak","Non-Rush Hour","20:19:19","06-09","20",1,"Jun",14,"0",9.65821296088379
2021-06-15 21:26:22,1026,"Non-Member",17.9,0,"NonPeak","Non-Rush Hour","21:26:22","06-16","21",1,"Jun",17,"0",10.0430461231125
2021-06-01 20:28:25,1467,"Non-Member",19.3,1,"NonPeak","Non-Rush Hour","20:28:25","06-02","20",1,"Jun",24,"0",10.7764806938289
2021-06-01 20:46:23,2340,"Non-Member",19.3,1,"NonPeak","Non-Rush Hour","20:46:23","06-02","20",1,"Jun",39,"0",11.7750460422235
2021-06-01 11:11:32,1013,"Non-Member",19.3,1,"NonPeak","Non-Rush Hour","11:11:32","06-01","11",1,"Jun",16,"0",10.0173753680289
2021-06-29 16:51:52,1647,"Non-Member",25.6,0,"PM","Rush Hour","16:51:52","06-29","16",1,"Jun",27,"0",11.0196175221253
2021-06-22 17:26:02,488,"Non-Member",15.5,1,"PM","Rush Hour","17:26:02","06-22","17",1,"Jun",8,"0",8.60089559716624
2021-06-08 17:16:10,895,"Non-Member",26.3,0,"PM","Rush Hour","17:16:10","06-08","17",1,"Jun",14,"0",9.76976347105631
2021-06-29 16:50:03,972,"Non-Member",25.6,0,"PM","Rush Hour","16:50:03","06-29","16",1,"Jun",16,"0",9.93442732951356
2021-06-01 18:49:41,906,"Non-Member",19.3,1,"PM","Rush Hour","18:49:41","06-01","18",1,"Jun",15,"0",9.79404892783603
2021-07-06 07:55:27,453,"Non-Member",23.1,1,"AM","Rush Hour","07:55:27","07-06","07",1,"Jul",7,"0",8.46233651943562
2021-07-27 08:57:55,1132,"Non-Member",19,1,"AM","Rush Hour","08:57:55","07-27","08",1,"Jul",18,"0",10.2420899289767
2021-07-20 06:48:00,254,"Non-Member",21.2,1,"AM","Rush Hour","06:48:00","07-20","06",1,"Jul",4,"0",7.41999216520436
2021-07-20 08:50:40,1210,"Non-Member",21.2,1,"AM","Rush Hour","08:50:40","07-20","08",1,"Jul",20,"0",10.3781184821016
2021-07-20 09:19:27,2136,"Non-Member",21.2,1,"AM","Rush Hour","09:19:27","07-20","09",1,"Jul",35,"0",11.5762550527125
2021-07-20 11:38:04,787,"Non-Member",21.2,1,"NonPeak","Non-Rush Hour","11:38:04","07-20","11",1,"Jul",13,"0",9.51591646569958
2021-07-13 10:48:36,537,"Non-Member",23.2,1,"NonPeak","Non-Rush Hour","10:48:36","07-13","10",1,"Jul",8,"0",8.7805721176744
2021-07-27 20:42:26,696,"Non-Member",19,1,"NonPeak","Non-Rush Hour","20:42:26","07-28","20",1,"Jul",11,"0",9.27641593857183
2021-07-27 20:07:58,966,"Non-Member",19,1,"NonPeak","Non-Rush Hour","20:07:58","07-28","20",1,"Jul",16,"0",9.92202573509389
2021-07-13 01:13:24,982,"Non-Member",23.2,1,"NonPeak","Non-Rush Hour","01:13:24","07-13","01",1,"Jul",16,"0",9.95494453578082
2021-07-06 18:44:25,363,"Non-Member",23.1,1,"PM","Rush Hour","18:44:25","07-06","18",1,"Jul",6,"0",8.05608370934653
2021-07-20 16:56:36,102,"Non-Member",21.2,1,"PM","Rush Hour","16:56:36","07-20","16",1,"Jul",1,"0",5.89516259338715
2021-07-27 16:51:47,1454,"Non-Member",19,1,"PM","Rush Hour","16:51:47","07-27","16",1,"Jul",24,"0",10.7578987620651
2021-07-27 18:15:07,821,"Non-Member",19,1,"PM","Rush Hour","18:15:07","07-27","18",1,"Jul",13,"0",9.59904274289808
2021-07-20 16:07:23,746,"Non-Member",21.2,1,"PM","Rush Hour","16:07:23","07-20","16",1,"Jul",12,"0",9.41126990077681
2021-08-24 09:53:13,664,"Non-Member",27.2,0,"AM","Rush Hour","09:53:13","08-24","09",1,"Aug",11,"0",9.18546200103641
2021-08-31 09:30:35,909,"Non-Member",20.6,0,"AM","Rush Hour","09:30:35","08-31","09",1,"Aug",15,"0",9.80062622321313
2021-08-17 07:05:59,147,"Non-Member",21.2,0,"AM","Rush Hour","07:05:59","08-17","07",1,"Aug",2,"0",6.489138958552
2021-08-03 08:37:19,1308,"Non-Member",21.5,1,"AM","Rush Hour","08:37:19","08-03","08",1,"Aug",21,"0",10.5382664949404
2021-08-03 08:49:45,674,"Non-Member",21.5,1,"AM","Rush Hour","08:49:45","08-03","08",1,"Aug",11,"0",9.21430081280002
2021-08-03 10:35:29,162,"Non-Member",21.5,1,"NonPeak","Non-Rush Hour","10:35:29","08-03","10",1,"Aug",2,"0",6.65078242037183
2021-08-17 23:41:08,875,"Non-Member",21.2,0,"NonPeak","Non-Rush Hour","23:41:08","08-18","23",1,"Aug",14,"0",9.72491232547094
2021-08-17 20:28:55,1504,"Non-Member",21.2,0,"NonPeak","Non-Rush Hour","20:28:55","08-18","20",1,"Aug",25,"0",10.8285689012277
2021-08-10 13:05:32,494,"Non-Member",26.5,1,"NonPeak","Non-Rush Hour","13:05:32","08-10","13",1,"Aug",8,"0",8.62374636431032
2021-08-10 21:22:19,366,"Non-Member",26.5,1,"NonPeak","Non-Rush Hour","21:22:19","08-11","21",1,"Aug",6,"0",8.07101794985927
2021-08-03 17:45:19,1196,"Non-Member",21.5,1,"PM","Rush Hour","17:45:19","08-03","17",1,"Aug",19,"0",10.3542950386726
2021-08-10 18:19:41,1174,"Non-Member",26.5,1,"PM","Rush Hour","18:19:41","08-10","18",1,"Aug",19,"0",10.3163468038174
2021-08-24 15:57:47,679,"Non-Member",27.2,0,"PM","Rush Hour","15:57:47","08-24","15",1,"Aug",11,"0",9.2285762536018
2021-08-31 16:28:16,1218,"Non-Member",20.6,0,"PM","Rush Hour","16:28:16","08-31","16",1,"Aug",20,"0",10.391620848316
2021-08-10 18:54:02,822,"Non-Member",26.5,1,"PM","Rush Hour","18:54:02","08-10","18",1,"Aug",13,"0",9.60144045636667
2021-09-28 07:04:57,424,"Non-Member",10.5,1,"AM","Rush Hour","07:04:57","09-28","07",1,"Sep",7,"0",8.34003574845648
2021-09-07 09:40:17,806,"Non-Member",17.9,0,"AM","Rush Hour","09:40:17","09-07","09",1,"Sep",13,"0",9.56275836210264
2021-09-21 09:58:21,486,"Non-Member",20.2,0,"AM","Rush Hour","09:58:21","09-21","09",1,"Sep",8,"0",8.59322252774749
2021-09-28 08:27:16,1884,"Non-Member",10.5,1,"AM","Rush Hour","08:27:16","09-28","08",1,"Sep",31,"0",11.3056430607032
2021-09-28 08:45:57,1947,"Non-Member",10.5,1,"AM","Rush Hour","08:45:57","09-28","08",1,"Sep",32,"0",11.3762155548046
2021-09-28 10:23:35,1430,"Non-Member",10.5,1,"NonPeak","Non-Rush Hour","10:23:35","09-28","10",1,"Sep",23,"0",10.7231977661617
2021-09-07 02:51:28,517,"Non-Member",17.9,0,"NonPeak","Non-Rush Hour","02:51:28","09-07","02",1,"Sep",8,"0",8.70909052092778
2021-09-14 10:47:42,452,"Non-Member",16.7,0,"NonPeak","Non-Rush Hour","10:47:42","09-14","10",1,"Sep",7,"0",8.45823801066588
2021-09-21 12:37:30,1040,"Non-Member",20.2,0,"NonPeak","Non-Rush Hour","12:37:30","09-21","12",1,"Sep",17,"0",10.0703665805361
2021-09-07 20:53:15,653,"Non-Member",17.9,0,"NonPeak","Non-Rush Hour","20:53:15","09-08","20",1,"Sep",10,"0",9.1532848098893
2021-09-14 16:08:42,424,"Non-Member",16.7,0,"PM","Rush Hour","16:08:42","09-14","16",1,"Sep",7,"0",8.34003574845648
2021-09-21 16:04:46,304,"Non-Member",20.2,0,"PM","Rush Hour","16:04:46","09-21","16",1,"Sep",5,"0",7.73723518477079
2021-09-21 16:57:00,358,"Non-Member",20.2,0,"PM","Rush Hour","16:57:00","09-21","16",1,"Sep",5,"0",8.03094494438141
2021-09-14 16:36:51,713,"Non-Member",16.7,0,"PM","Rush Hour","16:36:51","09-14","16",1,"Sep",11,"0",9.3232164566171
2021-09-14 18:32:15,1272,"Non-Member",16.7,0,"PM","Rush Hour","18:32:15","09-14","18",1,"Sep",21,"0",10.4807307378461
2021-10-26 09:17:56,375,"Non-Member",9.6,1,"AM","Rush Hour","09:17:56","10-26","09",1,"Oct",6,"0",8.11516951299687
2021-10-12 07:58:08,278,"Non-Member",18.5,0,"AM","Rush Hour","07:58:08","10-12","07",1,"Oct",4,"0",7.57867094218606
2021-10-12 08:38:04,687,"Non-Member",18.5,0,"AM","Rush Hour","08:38:04","10-12","08",1,"Oct",11,"0",9.25122158304863
2021-10-26 08:39:58,905,"Non-Member",9.6,1,"AM","Rush Hour","08:39:58","10-26","08",1,"Oct",15,"0",9.79185214470741
2021-10-26 09:54:14,206,"Non-Member",9.6,1,"AM","Rush Hour","09:54:14","10-26","09",1,"Oct",3,"0",7.05739576733617
2021-10-19 19:07:52,734,"Non-Member",8.8,0,"NonPeak","Non-Rush Hour","19:07:52","10-19","19",1,"Oct",12,"0",9.37966320938556
2021-10-26 13:58:18,241,"Non-Member",9.6,1,"NonPeak","Non-Rush Hour","13:58:18","10-26","13",1,"Oct",4,"0",7.32832186030067
2021-10-26 01:30:16,2539,"Non-Member",9.6,1,"NonPeak","Non-Rush Hour","01:30:16","10-26","01",1,"Oct",42,"0",11.9544820361804
2021-10-26 21:37:22,948,"Non-Member",9.6,1,"NonPeak","Non-Rush Hour","21:37:22","10-27","21",1,"Oct",15,"0",9.8844009773369
2021-10-05 11:25:49,2811,"Non-Member",13.1,0,"NonPeak","Non-Rush Hour","11:25:49","10-05","11",1,"Oct",46,"0",12.1803003673227
2021-10-05 17:32:36,1413,"Non-Member",13.1,0,"PM","Rush Hour","17:32:36","10-05","17",1,"Oct",23,"0",10.6982996920741
2021-10-26 16:40:11,914,"Non-Member",9.6,1,"PM","Rush Hour","16:40:11","10-26","16",1,"Oct",15,"0",9.8115451406328
2021-10-12 16:01:25,1009,"Non-Member",18.5,0,"PM","Rush Hour","16:01:25","10-12","16",1,"Oct",16,"0",10.0094170821287
2021-10-05 17:39:39,621,"Non-Member",13.1,0,"PM","Rush Hour","17:39:39","10-05","17",1,"Oct",10,"0",9.05682754699563
2021-10-05 17:12:12,595,"Non-Member",13.1,0,"PM","Rush Hour","17:12:12","10-05","17",1,"Oct",9,"0",8.97510749133318
2021-05-12 06:31:58,370,"Non-Member",12,0,"AM","Rush Hour","06:31:58","05-12","06",1,"May",6,"0",8.09076000542301
2021-05-19 08:23:01,696,"Non-Member",19.2,0,"AM","Rush Hour","08:23:01","05-19","08",1,"May",11,"0",9.27641593857183
2021-05-12 09:35:36,1268,"Non-Member",12,0,"AM","Rush Hour","09:35:36","05-12","09",1,"May",21,"0",10.4742477963236
2021-05-12 08:36:51,1615,"Non-Member",12,0,"AM","Rush Hour","08:36:51","05-12","08",1,"May",26,"0",10.9781986557176
2021-05-19 08:18:16,885,"Non-Member",19.2,0,"AM","Rush Hour","08:18:16","05-19","08",1,"May",14,"0",9.74745180115588
2021-05-19 12:51:52,505,"Non-Member",19.2,0,"NonPeak","Non-Rush Hour","12:51:52","05-19","12",1,"May",8,"0",8.66499898256156
2021-05-19 10:24:02,456,"Non-Member",19.2,0,"NonPeak","Non-Rush Hour","10:24:02","05-19","10",1,"May",7,"0",8.47458342811622
2021-05-19 14:36:18,653,"Non-Member",19.2,0,"NonPeak","Non-Rush Hour","14:36:18","05-19","14",1,"May",10,"0",9.1532848098893
2021-05-19 21:43:51,646,"Non-Member",19.2,0,"NonPeak","Non-Rush Hour","21:43:51","05-20","21",1,"May",10,"0",9.13255375614469
2021-05-19 19:16:57,1442,"Non-Member",19.2,0,"NonPeak","Non-Rush Hour","19:16:57","05-19","19",1,"May",24,"0",10.7406131660993
2021-05-19 15:02:14,1493,"Non-Member",19.2,0,"PM","Rush Hour","15:02:14","05-19","15",1,"May",24,"0",10.8132046637457
2021-05-19 16:31:38,1056,"Non-Member",19.2,0,"PM","Rush Hour","16:31:38","05-19","16",1,"May",17,"0",10.1011880186633
2021-05-12 16:48:37,2683,"Non-Member",12,0,"PM","Rush Hour","16:48:37","05-12","16",1,"May",44,"0",12.0766005813571
2021-05-19 18:45:07,842,"Non-Member",19.2,0,"PM","Rush Hour","18:45:07","05-19","18",1,"May",14,"0",9.64885225963587
2021-05-19 17:34:18,878,"Non-Member",19.2,0,"PM","Rush Hour","17:34:18","05-19","17",1,"May",14,"0",9.73169838031005
2021-06-30 07:44:21,635,"Non-Member",23.4,1,"AM","Rush Hour","07:44:21","06-30","07",1,"Jun",10,"0",9.09956473386357
2021-06-23 08:04:14,1063,"Non-Member",14.5,0,"AM","Rush Hour","08:04:14","06-23","08",1,"Jun",17,"0",10.1145405676853
2021-06-02 06:54:28,694,"Non-Member",20.9,0,"AM","Rush Hour","06:54:28","06-02","06",1,"Jun",11,"0",9.27084261036281
2021-06-30 07:46:28,824,"Non-Member",23.4,1,"AM","Rush Hour","07:46:28","06-30","07",1,"Jun",13,"0",9.60622802678336
2021-06-16 09:54:52,505,"Non-Member",15.2,0,"AM","Rush Hour","09:54:52","06-16","09",1,"Jun",8,"0",8.66499898256156
2021-06-09 10:27:28,1776,"Non-Member",24.1,0,"NonPeak","Non-Rush Hour","10:27:28","06-09","10",1,"Jun",29,"0",11.1795704299177
2021-06-16 21:22:33,1164,"Non-Member",15.2,0,"NonPeak","Non-Rush Hour","21:22:33","06-17","21",1,"Jun",19,"0",10.2988858484149
2021-06-23 19:02:29,1052,"Non-Member",14.5,0,"NonPeak","Non-Rush Hour","19:02:29","06-23","19",1,"Jun",17,"0",10.0935222226091
2021-06-16 19:52:43,1570,"Non-Member",15.2,0,"NonPeak","Non-Rush Hour","19:52:43","06-16","19",1,"Jun",26,"0",10.918687263593
2021-06-30 19:34:26,1683,"Non-Member",23.4,1,"NonPeak","Non-Rush Hour","19:34:26","06-30","19",1,"Jun",28,"0",11.065357724648
2021-06-02 18:08:47,938,"Non-Member",20.9,0,"PM","Rush Hour","18:08:47","06-02","18",1,"Jun",15,"0",9.86321992624421
2021-06-09 17:49:32,406,"Non-Member",24.1,0,"PM","Rush Hour","17:49:32","06-09","17",1,"Jun",6,"0",8.26028553775611
2021-06-23 18:46:03,1411,"Non-Member",14.5,0,"PM","Rush Hour","18:46:03","06-23","18",1,"Jun",23,"0",10.6953528254379
